,# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
8,297100,164.0,7.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
9,297100,182.0,8.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
10,297100,195.0,9.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
11,297100,207.0,10.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
22,297215,1.0,3.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
23,297218,1.0,3.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
24,297218,9.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
25,297219,1.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
26,297219,28.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
28,297224,10.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
29,297225,1.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
31,297227,9.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
32,297292,1.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
33,297292,326.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
34,297293,1.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
35,297296,1.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
36,297296,208.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
37,297308,1.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
39,297359,34.0,2.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
40,297359,51.0,3.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
42,297411,25.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
43,297411,35.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
44,297411,449.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
46,297424,13.0,3.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
47,297425,1.0,3.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
48,297426,1.0,3.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
49,297426,7.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
50,297429,1.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
51,297429,49.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
52,297430,1.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
53,297431,1.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
54,297432,1.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
55,297433,1.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
56,297434,1.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
57,297434,134.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
58,297435,1.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
60,297467,4.0,2.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
61,297467,54.0,3.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
62,297468,1.0,3.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
63,297469,1.0,3.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
65,297483,32.0,3.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
66,297483,172.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
67,297484,1.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
68,297485,1.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
69,297485,201.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
70,297486,1.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
71,297486,306.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
72,297487,1.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
73,297488,1.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
74,297488,158.0,7.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
76,297503,5.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
77,297503,324.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
78,297504,1.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
79,297505,1.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
80,297505,311.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v5/2,ONE,L1_SingleJet200/1.00
82,297557,7.0,3.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
87,297557,67.0,3.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
88,297557,301.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
90,297558,9.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
91,297558,258.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
92,297562,1.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
98,297562,120.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
99,297563,1.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
100,297563,63.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
102,297598,18.0,3.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
103,297599,1.0,3.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
104,297599,91.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
105,297603,1.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
106,297603,110.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
107,297604,1.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
108,297605,1.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
109,297605,190.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
114,297605,257.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
115,297606,1.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
117,297620,24.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
118,297620,26.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
119,297620,37.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
121,297656,21.0,7.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
122,297656,36.0,3.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
123,297656,51.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
124,297665,1.0,7.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
125,297666,1.0,7.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
129,297670,21.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
131,297674,3.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
132,297675,1.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
133,297675,57.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
134,297675,410.0,7.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
136,297722,35.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
137,297723,1.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
142,297723,51.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
144,298996,28.0,8.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
145,298997,1.0,8.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
146,298997,4.0,1.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
149,299000,4.0,8.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
151,299042,13.0,8.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
153,299061,22.0,10.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
154,299061,35.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
155,299061,37.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
156,299061,249.0,7.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
157,299062,1.0,7.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
159,299064,7.0,7.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
160,299065,1.0,7.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
161,299067,1.0,7.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
162,299067,31.0,8.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
164,299096,2.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
166,299149,18.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
167,299149,33.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
168,299149,215.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
170,299178,36.0,5.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
171,299178,52.0,4.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
173,299180,5.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
174,299184,1.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
175,299184,201.0,7.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
176,299185,1.0,7.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
177,299327,1.0,6.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
178,299327,30.0,7.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
179,299329,1.0,7.0,2.0,HLT_BTagMu_AK4Jet300_Mu5_v6/2,ONE,L1_SingleJet200/1.00
181,299368,35.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
182,299369,1.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
183,299370,1.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
185,299370,47.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
186,299370,56.0,9.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
187,299370,163.0,10.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
189,299380,34.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
190,299380,132.0,6.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
191,299380,137.0,8.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
192,299380,143.0,6.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
193,299380,151.0,5.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
194,299381,1.0,5.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
196,299394,5.0,5.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
197,299395,1.0,5.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
198,299395,29.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
199,299396,1.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
201,299420,2.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
202,299420,11.0,9.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
204,299443,51.0,9.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
206,299450,38.0,9.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
208,299477,39.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
209,299478,1.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
210,299479,1.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
211,299479,100.0,10.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
212,299480,1.0,10.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
213,299480,389.0,12.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
214,299481,1.0,12.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
215,299481,416.0,13.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
216,299481,676.0,14.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
217,299481,691.0,15.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
218,299593,1.0,8.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
219,299593,216.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
220,299593,361.0,10.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
221,299593,713.0,12.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
222,299594,1.0,12.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
223,299595,1.0,12.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
225,299597,3.0,12.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
227,299649,9.0,10.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
228,299649,36.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
229,299649,64.0,5.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
230,299649,87.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
231,299649,96.0,10.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
232,299649,103.0,3.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
233,299649,263.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v7/1,ONE,L1_SingleJet200/1.00
235,300087,35.0,8.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
236,300087,49.0,9.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
237,300105,1.0,4.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
238,300106,1.0,4.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
239,300107,1.0,4.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
241,300117,30.0,4.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
243,300122,46.0,3.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
244,300122,50.0,4.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
245,300122,482.0,5.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
246,300122,817.0,6.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
247,300122,1210.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
248,300123,1.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
250,300155,29.0,4.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
251,300155,423.0,5.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
252,300155,750.0,6.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
253,300156,1.0,6.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
255,300157,9.0,6.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
256,300157,180.0,7.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
257,300157,948.0,8.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
259,300226,38.0,4.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
260,300226,64.0,3.0,1.0,HLT_BTagMu_AK4Jet300_Mu5_v8/1,ONE,L1_SingleJet200/1.00
